1	134
2	142
3	142
4	158
5	169
6	169
7	169
8	175
9	175
10	180
11	188
12	188
13	188
14	193
15	213
16	213
17	213
18	219
19	219
20	220
21	226
22	227
23	227
24	241
25	256
26	264
27	281
28	287
29	309
30	311
31	311
32	311
33	311
34	316
35	316
36	320
37	329
38	329
39	334
40	340
41	340
42	353
43	369
44	377
45	383
46	383
47	389
48	389
49	406
50	418
51	421
52	426
53	426
54	431
55	431
56	432
57	447
58	457
59	471
60	495
61	498
62	506
63	521
64	529
65	537
66	554
67	554
68	564
69	573
70	573
71	589
72	605
73	627
74	627
75	640
76	640
77	649
78	656
79	664
80	664
81	673
82	673
83	673
84	673
85	682
86	700
87	708
88	715
89	738
90	745
91	756
92	762
93	779
94	785
95	793
96	806
97	819
98	820
99	820
100	821
101	839
102	853
103	868
104	895
105	896
106	900
107	900
108	900
109	908
110	911
111	911
112	917
113	967
114	979
115	985
116	985
117	985
118	997
119	997
120	1014
121	1014
122	1020
123	1033
124	1034
125	1040
126	1058
127	1074
128	1088
129	1097
130	1105
131	1131
132	1149
133	1156
134	1163
135	1169
136	1184
137	1189
138	1200
139	1209
140	1226
141	1240
142	1274
143	1281
144	1285
145	1285
146	1303
147	1310
148	1325
149	1336
150	1336
151	1336
152	1351
153	1359
154	1382
155	1401
156	1401
157	1414
158	1421
159	1421
160	1445
161	1456
162	1469
163	1480
164	1489
165	1497
166	1497
167	1520
168	1523
169	1523
170	1529
171	1559
172	1570
173	1573
174	1583
175	1583
176	1590
177	1590
178	1600
179	1632
180	1641
181	1645
182	1647
183	1653
184	1667
185	1673
186	1695
187	1720
188	1720
189	1748
190	1748
191	1752
192	1758
193	1792
194	1797
195	1801
196	1806
197	1808
198	1808
199	1816
200	1820
201	1836
202	1843
203	1864
204	1880
205	1887
206	1890
207	1897
208	1902
209	1915
210	1929
211	1942
212	1943
213	1968
214	1973
215	2001
216	2008
217	2024
218	2032
219	2036
220	2036
221	2059
222	2072
223	2081
224	2100
225	2114
226	2119
227	2131
228	2153
229	2155
230	2173
231	2184
232	2214
233	2224
234	2240
235	2268
236	2278
237	2298
238	2307
239	2324
240	2329
241	2329
242	2341
243	2376
244	2390
245	2399
246	2418
247	2438
248	2445
249	2457
250	2458
251	2463
252	2474
253	2496
254	2498
255	2499
256	2509
257	2522
258	2524
259	2533
260	2540
261	2548
262	2560
263	2562
264	2565
265	2611
266	2613
267	2646
268	2660
269	2686
270	2705
271	2706
272	2726
273	2726
274	2744
275	2764
276	2780
277	2780
278	2797
279	2839
280	2862
281	2876
282	2892
283	2896
284	2911
285	2933
286	2938
287	2957
288	2978
289	2992
290	3004
291	3018
292	3037
293	3060
294	3078
295	3080
296	3088
297	3107
298	3128
299	3150
300	3175
301	3186
302	3228
303	3256
304	3271
305	3286
306	3308
307	3308
308	3334
309	3342
310	3346
311	3366
312	3366
313	3384
314	3403
315	3437
316	3469
317	3492
318	3502
319	3511
320	3527
321	3537
322	3544
323	3558
324	3587
325	3611
326	3623
327	3635
328	3663
329	3687
330	3692
331	3725
332	3747
333	3749
334	3776
335	3798
336	3809
337	3821
338	3836
339	3850
340	3862
341	3868
342	3876
343	3883
344	3919
345	3950
346	3968
347	3989
348	4021
349	4039
350	4052
351	4075
352	4104
353	4104
354	4117
355	4127
356	4160
357	4199
358	4216
359	4232
360	4251
361	4285
362	4325
363	4358
364	4385
365	4415
366	4451
367	4477
368	4492
369	4508
370	4521
371	4543
372	4556
373	4559
374	4569
375	4596
376	4619
377	4637
378	4650
379	4665
380	4702
381	4729
382	4757
383	4784
384	4802
385	4819
386	4835
387	4856
388	4869
389	4892
390	4904
391	4912
392	4929
393	4937
394	4988
395	5009
396	5012
397	5029
398	5058
399	5098
400	5102
401	5119
402	5132
403	5151
404	5177
405	5207
406	5226
407	5241
408	5269
409	5304
410	5346
411	5356
412	5385
413	5403
414	5421
415	5443
416	5474
417	5491
418	5517
419	5523
420	5537
421	5563
422	5568
423	5582
424	5595
425	5603
426	5610
427	5627
428	5685
429	5711
430	5748
431	5790
432	5818
433	5839
434	5852
435	5860
436	5868
437	5896
438	5931
439	5949
440	5970
441	6013
442	6042
443	6060
444	6069
445	6078
446	6098
447	6128
448	6152
449	6180
450	6216
451	6250
452	6261
453	6277
454	6294
455	6334
456	6374
457	6411
458	6420
459	6426
460	6435
461	6444
462	6444
463	6496
464	6539
465	6569
466	6584
467	6601
468	6631
469	6654
470	6687
471	6715
472	6715
473	6736
474	6748
475	6756
476	6780
477	6780
478	6825
479	6846
480	6872
481	6900
482	6939
483	6981
484	6992
485	7016
486	7095
487	7126
488	7160
489	7186
490	7215
491	7254
492	7277
493	7303
494	7320
495	7352
496	7355
497	7394
498	7424
499	7455
500	7484
501	7500
502	7514
503	7531
504	7558
505	7578
506	7602
507	7625
508	7654
509	7691
510	7715
511	7755
512	7786
513	7813
514	7845
515	7858
516	7902
517	7909
518	7938
519	7968
520	7992
521	8010
522	8026
523	8071
524	8113
525	8123
526	8150
527	8169
528	8183
529	8242
530	8290
531	8311
532	8339
533	8358
534	8366
535	8398
536	8434
537	8446
538	8451
539	8483
540	8526
541	8552
542	8599
543	8616
544	8674
545	8717
546	8776
547	8823
548	8831
549	8868
550	8903
551	8914
552	8938
553	8964
554	8983
555	9020
556	9064
557	9090
558	9095
559	9109
560	9133
561	9149
562	9168
563	9182
564	9201
565	9232
566	9258
567	9298
568	9369
569	9418
570	9432
571	9459
572	9488
573	9542
574	9567
575	9602
576	9628
577	9643
578	9671
579	9685
580	9706
581	9730
582	9777
583	9805
584	9833
585	9863
586	9875
587	9896
588	9905
589	9928
590	9959
591	9978
592	9991
593	10021
594	10026
595	10046
596	10080
597	10105
598	10122
599	10176
600	10197
601	10212
602	10233
603	10303
604	10325
605	10341
606	10361
607	10383
608	10415
609	10439
610	10460
611	10497
612	10514
613	10554
614	10592
615	10642
616	10696
617	10742
618	10743
619	10778
620	10792
621	10807
622	10845
623	10901
624	10901
625	10941
626	10992
627	11012
628	11044
629	11091
630	11126
631	11174
632	11202
633	11218
634	11240
635	11295
636	11333
637	11386
638	11399
639	11428
640	11449
641	11477
642	11502
643	11542
644	11586
645	11601
646	11617
647	11650
648	11681
649	11739
650	11750
651	11780
652	11805
653	11826
654	11852
655	11879
656	11917
657	11974
658	12013
659	12056
660	12104
661	12131
662	12185
663	12206
