664	12257
665	12297
666	12349
667	12379
668	12411
669	12460
670	12503
671	12542
672	12552
673	12579
674	12608
675	12653
676	12696
677	12734
678	12792
679	12814
680	12841
681	12879
682	12916
683	12968
684	13016
685	13045
686	13084
687	13125
688	13172
689	13219
690	13238
691	13254
692	13280
693	13345
694	13416
695	13449
696	13471
697	13493
698	13547
699	13591
700	13638
701	13697
702	13730
703	13753
704	13768
705	13802
706	13852
707	13895
708	13947
709	14008
710	14033
711	14104
712	14140
713	14173
714	14200
715	14212
716	14250
717	14265
718	14317
719	14358
720	14406
721	14475
722	14503
723	14554
724	14602
725	14635
726	14665
727	14687
728	14713
729	14772
730	14811
731	14839
732	14874
733	14923
734	14955
735	14997
736	15053
737	15094
738	15140
739	15169
740	15212
741	15253
742	15271
743	15310
744	15353
745	15394
746	15453
747	15503
748	15541
749	15577
750	15609
751	15649
752	15708
753	15723
754	15755
755	15796
756	15867
757	15899
758	15934
759	15971
760	16026
761	16043
762	16072
763	16142
764	16190
765	16222
766	16269
767	16293
768	16331
769	16371
770	16390
771	16435
772	16472
773	16509
774	16558
775	16587
776	16647
777	16686
778	16708
779	16762
780	16793
781	16834
782	16887
783	16933
784	16941
785	16989
786	17043
787	17093
788	17142
789	17183
790	17229
791	17272
792	17313
793	17345
794	17397
795	17420
796	17453
797	17487
798	17562
799	17601
800	17636
801	17645
802	17696
803	17731
804	17758
805	17789
806	17824
807	17875
808	17911
809	17963
810	18022
811	18083
812	18108
813	18140
814	18174
815	18220
816	18264
817	18318
818	18354
819	18387
820	18432
821	18470
822	18502
823	18532
824	18599
825	18640
826	18666
827	18720
828	18742
829	18781
830	18845
831	18864
832	18915
833	18954
834	19000
835	19020
836	19066
837	19085
838	19136
839	19166
840	19207
841	19232
842	19250
843	19306
844	19353
845	19389
846	19413
847	19472
848	19530
849	19604
850	19634
851	19657
852	19687
853	19748
854	19803
855	19853
856	19873
857	19930
858	19945
859	19970
860	20018
861	20092
862	20141
863	20183
864	20221
865	20269
866	20298
867	20323
868	20383
869	20398
870	20438
871	20465
872	20518
873	20579
874	20616
875	20651
876	20703
877	20742
878	20808
879	20832
880	20896
881	20956
882	21000
883	21037
884	21061
885	21106
886	21135
887	21161
888	21192
889	21259
890	21293
891	21346
892	21388
893	21439
894	21488
895	21520
896	21570
897	21599
898	21647
899	21711
900	21744
901	21832
902	21872
903	21912
904	21951
905	22004
906	22030
907	22107
908	22165
909	22195
910	22244
911	22267
912	22322
913	22344
914	22420
915	22471
916	22506
917	22543
918	22630
919	22712
920	22770
921	22834
922	22870
923	22949
924	22987
925	23016
926	23075
927	23154
928	23165
929	23212
930	23239
931	23283
932	23314
933	23365
934	23434
935	23501
936	23553
937	23631
938	23681
939	23735
940	23825
941	23872
942	23950
943	23982
944	24024
945	24087
946	24143
947	24188
948	24228
949	24267
950	24311
951	24352
952	24418
953	24468
954	24512
955	24554
956	24578
957	24610
958	24667
959	24713
960	24755
961	24785
962	24831
963	24870
964	24910
965	24965
966	25008
967	25070
968	25117
969	25165
970	25244
971	25301
972	25334
973	25396
974	25431
975	25481
976	25520
977	25543
978	25556
979	25609
980	25666
981	25697
982	25762
983	25800
984	25865
985	25910
986	25931
987	25984
988	26054
989	26116
990	26174
991	12580500
